umapscvinative_1	umapscvinative_2	celltype_annotation	Rbfox3	Mog	Gfap	Olig2
-3.34222763317103	6.03408012996208	Endothelial	0	0	0	0
-1.29113620059962	-4.4113854347657	Oligodendrocytes	0	1.97509782045003	0	1.97509782045003
-1.33554654853815	-4.1867612778138	Oligodendrocytes	0	2.91627423282498	0	1.92046219677068
-0.634000713996832	-4.82907761921395	Oligodendrocytes	0	2.73946905094297	0	1.76237439706831
0.553320352859552	-5.13247479786385	Oligodendrocytes	0	0	0	1.56698711140539
-3.57000892894739	5.70076332698356	Endothelial	0	0	1.54081181153626	0
-0.905888612441962	-5.00449504246224	Oligodendrocytes	0	0	0	0
-2.33978718059534	-4.06674327244271	Oligodendrocytes	0	2.34934204738138	0	0
-2.79111831920618	-3.82256306995858	Oligodendrocytes	0	2.21338654529322	0	0
-1.66896670597071	-3.35698403706063	Oligodendrocytes	0	3.10760996773239	0	0
-8.03615396755213	2.02424035678398	Tanycyte-like	0	0	1.88717147424948	0
4.62545854312902	0.953265470366589	Neurons	0	1.92320108606272	0	0
10.656036202736	-0.798654335636981	Neurons	0	0	0	0
-7.43074339168543	5.53175221095573	Astrocytes	0	0	0	0
-0.47133063810343	13.6246639312316	Mural	0	0	0	0
-0.350641484432165	-3.95216884006966	Oligodendrocytes	0	3.21253423353033	0	0
-1.3793988777923	-5.13981284489144	Oligodendrocytes	0	1.71990569382691	0	0
-1.33800369041437	-4.14013232578743	Oligodendrocytes	0	1.93552530938719	0	0
-3.482079441719	12.2585092605163	Fibroblasts	0	0	0	0
-0.655603583030646	-4.40859307636727	Oligodendrocytes	0	2.74308805784308	0	0
1.18285215360647	-5.39253510822762	Oligodendrocytes	0	2.52368410011504	0	0
6.91132957202917	4.3946538985778	Neurons	0.940412070393592	0	0	0
-0.212854082755988	-4.33127488483895	Oligodendrocytes	0	1.67492500739441	0	0
-0.682724769287054	-4.16074504246224	Oligodendrocytes	0	2.79058333601975	0	0
-1.40186744468683	-4.01550473560799	Oligodendrocytes	0	3.20213266357272	0	0
3.62251812679296	8.34606514583122	Neurons	0	0	0	0
-0.409720177822058	8.71415863643181	Tmem119.Immune	0	0	0	0
-3.41793649929041	5.65869532237541	Endothelial	0	0	0	1.61975725586195
-1.72565167682642	-5.39701785435189	Oligodendrocytes	0	0	0	0
0.126017157859857	-5.93857278217781	Oligodendrocytes	1.38862387560562	1.38862387560562	0	0
-9.318988974266	4.84626494060051	Astrocytes	0	0.918426038921485	0	0
-0.113501961402838	-5.25368108143319	Oligodendrocytes	0	0	0	0
-2.56205576198572	-3.76658858646859	Oligodendrocytes	0	0	0	0
-8.32015245693201	6.01250277171623	Astrocytes	0	0	0	0
-8.9432393862533	4.34120474467766	Astrocytes	0	0	0	0
-2.33556931751246	-3.60230841030587	Oligodendrocytes	0	2.5894812744593	0	1.96870960512912
-3.20910208957667	5.54922018657219	Endothelial	0	0	0	0
-1.39125376480097	-3.71920384754647	Oligodendrocytes	0	1.67881431977764	0	0
-3.21500581043238	-2.94420017590035	Oligodendrocytes	0	1.48666297180747	0	0
-8.57004564540858	6.55107460628044	Astrocytes	0	0	0	0
-3.1201147391128	5.40187941203605	Endothelial	0	0	0	0
-8.04940622585291	4.0426076472808	Astrocytes	0	0	0	0
0.378125381596143	-5.18926562656868	Oligodendrocytes	0	1.79677704122003	0	0
-3.12531607883448	5.28252516398918	Endothelial	0	0	0	0
-0.886085684471075	-5.04371108402718	Oligodendrocytes	0	1.92444937273313	0	0
6.85940343601232	4.16883741031181	Neurons	1.4783424422168	0	0	0
-2.64541309612269	-4.18706740726937	Oligodendrocytes	0	1.78622542079341	0	0
-0.797136719398444	-4.52126492847908	Oligodendrocytes	0	2.11488466448506	0	0
-2.20355051296229	-4.62509335865487	Oligodendrocytes	0	2.8672357772565	0	0
-0.634715969734137	-5.4007562576722	Oligodendrocytes	0	1.56220326605152	0	0
4.80696183902746	2.40109882960808	Neurons	0.937212463212782	0	0	0
0.212558005876596	-5.40105141987313	Oligodendrocytes	0	1.91649626384902	0	0
1.55954128963476	-6.15921868671883	Oligodendrocytes	0	3.10434983022738	0	0
-8.2613078905868	5.48470841060173	Astrocytes	0	0	0	0
11.4046743558121	0.592124563555829	Neurons	0	0	0	0
-2.01277488010401	-5.34877099384774	Oligodendrocytes	0	3.05988962449446	0	0
-0.388893242053931	-5.10527219166268	Oligodendrocytes	0	2.06944363184013	0	0
-7.65473764675135	5.45554838786613	Astrocytes	0	0	0	1.23622668766573
4.01199204189306	5.85849867473137	Neurons	0	0	0	0
-2.1054446055221	-4.8049367844056	Oligodendrocytes	0	2.54074104964204	0	0
5.85985118610388	-0.668321269650348	Neurons	0.877093604010617	0	0	0
-0.0894178106116699	-5.04657925953377	Oligodendrocytes	0	0	0	0
7.77013046009069	-2.03117598881234	Neurons	1.84735531312512	0	0	0
-1.11015814083094	-5.4616898476075	Oligodendrocytes	0	1.39841572165224	0	0
4.31120259029394	3.47998986850273	Neurons	1.90472393454897	0	0	0
2.78726846439367	-6.04314507832039	Oligodendrocytes	0	2.01347435610029	0	0
2.09636944992071	-5.44387759556282	Oligodendrocytes	0	2.5131943767162	0	0
-2.16732424037928	-4.48963202824105	Oligodendrocytes	0	2.86854049623893	1.21581507902271	0
-2.38262336986536	-4.19166793217171	Oligodendrocytes	0	2.22508077595701	0	0
-7.51901214855189	5.22574816356193	Astrocytes	0	0	1.82229668049869	0.831391616318598
-0.43699430959696	-4.20263900150765	Oligodendrocytes	0	2.12585672122586	0	0
-1.37839489715571	-3.09521450390328	Oligodendrocytes	0	1.87890179222575	0	0
-0.436427707843726	13.5015331328918	Mural	0	0	0	0
-8.22598665493006	4.24812017093193	Astrocytes	0	0	0	0
-1.77587383525843	-4.01383389820565	Oligodendrocytes	0	1.97563261671343	0	0
-2.10111563938135	-2.80216659893502	Oligodendrocytes	0	0	0	0
-3.01738899486536	-3.09476484646309	Oligodendrocytes	0	1.91526123456079	0	0
-1.14111667411799	-5.68933286060799	Oligodendrocytes	0	2.64175437844846	0	0
6.06397945148474	-2.38381900181282	Neurons	2.0643209191297	1.49064817827631	0	0
-8.97162550228113	4.32037983546745	Astrocytes	0	0	0	0
-0.0787819577979492	-3.94211520542611	Oligodendrocytes	0	2.75357644887167	0	0
6.78780633670812	4.05289445529472	Neurons	1.209487160426	0	0	0
-1.19296782749171	-5.35658206333626	Oligodendrocytes	0	2.85095778935529	0	0
-8.11296289699549	5.11382113109123	Astrocytes	0	0	0	0
-0.978411014251654	-5.47309674610604	Oligodendrocytes	0	2.73886732952022	0	0.958475141936179
1.84639376861578	-6.07244386066903	Oligodendrocytes	1.88456240551596	2.23806890549876	0	0
-1.59810608165735	-4.56919707645882	Oligodendrocytes	0	3.04547531787556	0	0
-2.9785668207931	-4.35547150959481	Oligodendrocytes	0	2.33545520646924	0	0
6.5428593800736	2.21559451232444	Neurons	0.89915005908709	0	0	0
0.0145587371063782	9.22593174586784	Tmem119.Immune	0	0	0	0
-8.22799127834315	6.35133324275505	Astrocytes	0	0	0	0
-2.3482264830398	-3.35010518421639	Oligodendrocytes	0	1.66965677242716	0	0
-0.114286537342017	8.95077000270378	Tmem119.Immune	0	0	0	0
-7.78322428005213	3.16991482387077	Astrocytes	0	0	1.49815506628049	0
1.05489564401632	-5.01553286900032	Oligodendrocytes	0	2.53110456718015	0	0
-1.74418752925867	-4.90665282597054	Oligodendrocytes	0	3.23062384420569	0	0
-3.83626526134485	-3.32829512943734	Oligodendrocytes	0	2.36974076323712	0	0
10.6427133725358	-0.77231397022713	Neurons	1.82327557732498	0	0	0
-0.724482233695929	-2.88973655094612	Oligodendrocytes	0	2.14094900985007	0	1.55893456990057
3.57836729747778	8.20126162181389	Neurons	0.957188449501994	0	0	0
-0.0338509930896209	13.6083398879577	Mural	0	0	0	0
-3.28623812931055	5.7889410079528	Endothelial	0	1.94831399636671	0	0
-0.0947088553237365	-4.75146188129891	Oligodendrocytes	0	2.27050857772727	0	0
-7.86616819637293	4.25428305278312	Astrocytes	0	0	0	0
4.24906737071997	-0.381713944573291	Neurons	0.65094247656987	0	0	0
2.43550998432165	-5.43832005848397	Oligodendrocytes	0	2.07734437208911	0	0
0.185210649795587	12.9633222640563	Mural	0	0	0	0
-1.51725345390314	-3.62076749195565	Oligodendrocytes	0	0	0	0
4.71743804676062	2.48348389277946	Neurons	0.460735967527316	0	0	0
6.46562606555944	-0.0754851578663665	Neurons	1.60116946017492	0	0	0
-0.423214311771338	8.95760880122673	Tmem119.Immune	0	0	0	0
-10.5593520952987	-7.23465432514656	OPC	0	0	0	1.25995207206784
4.81323987705236	6.74418602595817	Neurons	2.49798302492841	0.806374022276475	0	0
-1.10383480327601	-5.5645426689576	Oligodendrocytes	0	1.65648982452361	0	0
-1.99926703708643	-3.48802103390206	Oligodendrocytes	0	3.13910421282132	0	0
-0.601212556533759	-4.62134446491707	Oligodendrocytes	0	3.12825333063389	0	0
0.872746770210321	-4.87338342060555	Oligodendrocytes	0	2.63692424278744	0	0
-0.828251297645514	-5.3446792541932	Oligodendrocytes	0	1.73090495261772	0	0
5.47151643497473	4.90957556376945	Neurons	0	0	0	0
4.9204924748612	6.79777012477409	Neurons	1.56734731379332	0	0	0
-0.211785371475165	-3.99681176533211	Oligodendrocytes	0	2.9278063449353	0	0
-1.97182625072474	-3.65774645199288	Oligodendrocytes	0	0	0	0
2.77596265537267	-5.75784768452156	Oligodendrocytes	0	2.80846343417886	0	0
4.98225528461462	2.04876313815605	Neurons	1.33529587805523	0	0	0
-4.42932575481409	11.0988269866515	Fibroblasts	0	0	0	0
5.60870582324987	2.27896378646385	Neurons	1.47857118130391	0	0	0
-1.57376497524256	-5.28642453541268	Oligodendrocytes	0	3.15294026160511	0	0
4.63368684513098	5.36371575007927	Neurons	2.28425228445576	0	0	0
9.0226505444718	-0.0873721419762451	Neurons	0	0	0	0
4.76053554279333	5.31273852000725	Neurons	1.52278217508286	0	0	0
1.28856111032491	-5.69216098179329	Oligodendrocytes	0	2.28109034946334	0	0
-0.736568863563483	-5.05021609653939	Oligodendrocytes	0	3.08105547103624	0	0
-1.00858801143641	-5.40631284107674	Oligodendrocytes	0	2.77387872722687	0	0
9.04135114414221	1.99141524444114	Neurons	1.17386521455502	0	0	0
5.40806085330969	0.720866483550183	Neurons	1.22588302574991	0	0	0
0.179063414163644	-5.63037242283333	Oligodendrocytes	0	1.57180616893522	0	0
1.89608973724371	-5.8979577003907	Oligodendrocytes	0	3.08542793606403	0	0
-0.589490945510809	-5.0931276260804	Oligodendrocytes	0	2.87000404935082	0	0.746279953320418
-2.70117419498438	-3.02441491474617	Oligodendrocytes	1.74812676048036	1.74812676048036	0	0
9.39437562686926	6.02442417750847	Neurons	1.94432610899466	0.915182167351537	0	0
-7.93550127284998	2.009947639804	Tanycyte-like	0	0	1.93501827827463	0
6.02722198230749	-2.30975069393624	Neurons	1.86817271522586	1.03867959000738	0	0
0.682056506104524	-4.38158597340096	Oligodendrocytes	0	1.65034071177037	0	0
-7.930561239891	3.33927355418693	Astrocytes	0	0	0	0
2.80353290302282	-5.81185092319954	Oligodendrocytes	0	2.80944028652106	0	0
-2.65374725597376	-4.84412087788094	Oligodendrocytes	0	0	0	0
9.34588224155432	6.57016382823478	Neurons	1.83192551095339	0	0	0
-0.661463196449225	-5.07276906361092	Oligodendrocytes	0	2.73901772124583	0	1.52994980251057
-1.17278354900355	-4.00073661198128	Oligodendrocytes	0	2.19651378210416	0	0
-1.5226227595138	-5.00223388065804	Oligodendrocytes	0	2.87167962488401	0	1.46633706879343
-1.73499220149988	-4.10835971226204	Oligodendrocytes	0	1.97456340207795	0	0
-9.09062784450525	4.63311348567497	Astrocytes	0	0	0	0
-2.16900413768763	-4.91258611073006	Oligodendrocytes	0	1.72424673944707	0	0
-2.48674839275355	-3.21681084026802	Oligodendrocytes	0	2.27245780891882	0	2.27245780891882
-0.38191413419718	-5.50777186741341	Oligodendrocytes	0	2.01178936986899	0	0
-1.24289398925776	-3.54454745640267	Oligodendrocytes	0	2.5257976471029	0	0
5.28280336124426	4.36795578609001	Neurons	0.78496100516943	0	0	0
0.94336742622381	-5.85553492893685	Oligodendrocytes	0	1.78306268190063	0	0
2.00182420475012	3.48957644114982	Neurons	0	0	0	0
-8.74600809352869	4.49459229121696	Astrocytes	0	0	0	0
-1.34517305629725	-4.65199889530648	Oligodendrocytes	0	3.35425633554896	0	0
-3.03953855770106	-4.1871069847535	Oligodendrocytes	0	1.83912088163114	0	0
-8.55863302486414	6.05079994807731	Astrocytes	0	0	0	0
3.43283707363134	-5.63772620548714	Oligodendrocytes	0	2.14810323250471	0	0
-8.89500444667811	5.40481482158195	Astrocytes	0	0	0	0
-0.499578769378607	13.3405204833556	Mural	0	0	0	0
-1.7012583567428	2.46934376369011	Neurons	0	0	0	0
-1.31603079574579	-3.49272336353768	Oligodendrocytes	0	0	0	0
-0.759515936546271	0.684109729628674	Neurons	0.840948632708545	0	0	0
3.64918786746984	2.919216257434	Neurons	0	0	0	0
-1.95476024883265	-4.27496089329232	Oligodendrocytes	0	2.47348003512333	0	0
0.146159087247904	-5.47576274265755	Oligodendrocytes	0	1.40418256408046	0	0
3.14518481952673	8.07860336909782	Neurons	0	0	0	0
-1.91461628215784	-4.66477050175179	Oligodendrocytes	0	2.72591792140661	0	2.45982970243956
-1.63221877353663	2.4459463180114	Neurons	0	0	0	0
3.97793823940283	3.78375611911308	Neurons	0.852242530516468	0	0	0
2.42462999088293	-5.37871922840584	Oligodendrocytes	0	1.42134233271493	0	0
-0.561310465507452	8.99834118495476	Tmem119.Immune	0	0	1.48375639443779	0
0.25278620881563	-5.33011092533577	Oligodendrocytes	0	1.44108700860986	0	0
-10.3460609270858	-7.41315354694832	OPC	0	0	0	0
6.12741977436071	4.20801506648552	Neurons	0.805003987099709	0	0	0
-2.6841742350387	-2.96445550312508	Oligodendrocytes	0	1.87328444292206	0	1.87328444292206
-2.79314273136133	-4.89078797687996	Oligodendrocytes	0	1.68094510288777	0	0
3.30135351879125	1.3469552815963	Neurons	1.61554578322665	0	0	0
6.89430457813269	-8.84254874577034	Neurons	0	0	0	0
5.14578420383459	4.69204483638298	Neurons	0	0	0	0
7.46235877735144	4.45168028483879	Neurons	1.02276189005667	0	0	0
-1.70043724315638	-2.93984665264595	Oligodendrocytes	0	2.60500761332842	0	0
-1.60706394451136	-4.69247950901497	Oligodendrocytes	0	2.94915023408125	0	0
-3.20083015697474	5.65226231227409	Endothelial	0	0	0	0
2.10584146244055	-4.84259642948616	Oligodendrocytes	0	2.42234072953066	0	0
-1.74704473751063	-2.96738781322945	Oligodendrocytes	0	0	0	2.47896920370852
1.84472400409704	-6.12521972050179	Oligodendrocytes	0	2.27689343925416	0	0
5.28105766040808	-0.764356630940326	Neurons	0	0	0	0
-10.3880588366317	-7.05467118610848	OPC	0.852049737502745	0	0	0
-1.83891933696741	-3.48050417294014	Oligodendrocytes	0	2.12715767699375	0	0
-7.5440227343368	4.52153549800407	Astrocytes	0	0	0	1.72538364625109
-0.525031562023108	13.5291162551452	Mural	0	0	0	0
8.95900613529211	2.48222861896049	Neurons	1.46475786950324	0	0	0
9.01821309787756	-0.343308406968005	Neurons	0.943036539143886	0	0	0
0.647549261279161	-5.0438374458741	Oligodendrocytes	0	0	0	0
-1.37594002025599	-4.44183959354866	Oligodendrocytes	0	1.79845741791218	0	0
-1.87053030269617	-3.14433421482552	Oligodendrocytes	0	2.19085005375878	0	0
4.39322764141088	3.36828957210075	Neurons	1.68903094652096	0	0	0
-8.86366384761805	5.04609404216301	Astrocytes	0	0	0	0
-0.533830220870917	-4.46089257587899	Oligodendrocytes	0	2.2463411830498	0	0
-0.237898941211645	13.2597681106139	Mural	0	0	0	0
-7.61460893886561	1.59125207076561	Tanycyte-like	0	0	0	0
-7.57476919429774	5.46425924907219	Astrocytes	0	0	0	0
-0.697534616165106	-4.2134741722535	Oligodendrocytes	0	2.534304649529	0	0
-3.46413605945582	12.1756578506042	Fibroblasts	0	0	0	0
2.19007260066992	-5.14977778782357	Oligodendrocytes	0	2.90695778295355	0	0
-1.85624569194788	2.43464980731498	Neurons	0	0	0	0
4.66024286014562	1.85747573981773	Neurons	1.00848784247656	0	0	0
1.51852554542547	-5.45437993397225	Oligodendrocytes	0	2.6235414429524	0	0
-8.22805803554529	4.9872585357238	Astrocytes	0	0	0	0
10.0263422177506	-2.32748855938423	Neurons	2.62508422825007	0	0	0
4.27164990169531	3.46564088473808	Neurons	1.31763767590283	0	0	0
4.11105376941686	3.24293718944084	Neurons	1.19144237170594	0	0	0
4.80870372516638	2.6600359500457	Neurons	0.716193191273091	0	0	0
-3.19043153064722	5.40812693248283	Endothelial	0	0	0	0
-1.91103237407679	-4.52953900684822	Oligodendrocytes	0	2.81828072874165	0	0
-3.24399154918665	-3.33031739582528	Oligodendrocytes	0	2.65936898661806	0	0
11.1925762341691	-4.2768958984803	Neurons	1.75666719840484	0	0	0
-1.43155544536585	-4.08009900440682	Oligodendrocytes	0	1.56250123311979	0	0
1.00726980430609	-5.8214858948182	Oligodendrocytes	0	1.72260780630784	0	0
2.85926491481787	-5.6942018448304	Oligodendrocytes	0	1.98064235859433	0	0
4.35443360073095	2.11409352431785	Neurons	1.84418176882196	0	0	0
-8.96745603816981	5.19341097484123	Astrocytes	0	0	0	0
-2.95353525417322	5.32004747996818	Endothelial	0	1.53965980337245	0	0
1.83056444389349	-5.25301493992318	Oligodendrocytes	0	1.73968876954933	0	0
-0.814860041313116	-5.01095570911873	Oligodendrocytes	0	2.99630245317601	0	0
0.329377357788141	-5.60694922794808	Oligodendrocytes	0	1.29291860306141	0	0
-9.43416326778406	5.03294001231682	Astrocytes	0	0	0	0
-3.49518531101221	12.1982465804626	Fibroblasts	0	0	0	0
-1.91817301052088	-2.63445152630318	Oligodendrocytes	0	2.07186607770142	0	2.07186607770142
1.72570318443304	-6.05196561207283	Oligodendrocytes	0	2.04343145400281	0	0
-1.65361326473231	2.47463904033195	Neurons	0	0	0	0
-1.83173769252772	-3.76088466038216	Oligodendrocytes	0	2.77071571176526	0	0
-0.382753248386328	-3.69313277592171	Oligodendrocytes	0	0	0	0
-0.959730441741888	-5.59709920277108	Oligodendrocytes	0	1.40325616727716	0	0
7.28385192615515	6.28518210063469	Neurons	0.694449720697012	0	0	0
-10.0432979418563	-7.35825623859871	OPC	0	0	0	0
-0.361093814544623	8.51160202632438	Tmem119.Immune	2.28109034946334	0	0	0
-3.20262330310816	-3.98760594715584	Oligodendrocytes	0	1.53621604255417	0	0
-2.15588253276819	-4.98776568760384	Oligodendrocytes	0	2.38481670629391	0	2.38481670629391
1.66737217170721	-5.04904689182747	Oligodendrocytes	0	2.19864806512107	0	0
-0.719876821212714	-4.18015946735848	Oligodendrocytes	0	2.09902308259877	0	0
7.55473691684728	2.47638331065666	Neurons	1.20884811868911	0	0	0.578414000640044
-0.586198623351996	-4.50430764545906	Oligodendrocytes	0	1.48772323750969	0	1.48772323750969
-8.68872755306238	0.310811219650916	Ependymal	0	0	0	0
1.92967361671453	-6.16901578297127	Oligodendrocytes	0	2.34917058308617	0	0
-1.10175090568537	-4.31262387623299	Oligodendrocytes	0	2.12455791305678	0	0
0.886707340307291	-4.88543071140755	Oligodendrocytes	0	2.26584941054304	0	0
2.67889553768163	-5.70313872684945	Oligodendrocytes	0	2.91719284011298	0	0
3.8031247304154	0.898807090621106	Neurons	1.70691967541049	0	0	0.917883687142397
1.27800614101415	-4.29341973652352	Oligodendrocytes	0	3.35906738790458	0	0
2.364799921341	-6.01347627033699	Oligodendrocytes	0	2.37547280874254	0	0
-7.97737425106043	4.97795401225578	Astrocytes	0	0	0	0
10.3959396527482	-5.01349582066048	Neurons	1.49546381293854	1.00455896262885	0	0
1.90301388961798	-5.24918307651986	Oligodendrocytes	0	1.40418256408046	0	0
-8.099262411766	6.1148687423278	Astrocytes	0	0	0	0
-2.1008424116897	-3.7171362816285	Oligodendrocytes	0	2.67173131784991	0	0
2.42800051433569	-5.9778522430848	Oligodendrocytes	0	2.62717391462708	0	1.041518585088
-3.63196104305262	6.11753330836784	Endothelial	0	0	0	0
10.5948627637101	-4.79324664463509	Neurons	0	0	0	0
-0.871793921165411	-3.64506973614205	Oligodendrocytes	0	2.639939921706	0	0
4.08266717655187	3.71715675006401	Neurons	0.712228686297565	0	0	0
-8.9367925478744	4.81847248683464	Astrocytes	0	0	0	0
-3.58651035564417	7.78163300166618	Endothelial	0	0	0	0
-9.39166849391932	5.14617405543815	Astrocytes	0	0	0	0
-2.54800694721216	-4.21976270069588	Oligodendrocytes	0	2.92069214812641	0	1.92444937273313
4.08534270984655	2.38117204318535	Neurons	1.30239446507895	0	0	0
8.49286729557043	4.12870274196159	Neurons	0.636072438225714	0	0	0
-3.04946463840479	-3.1219157158326	Oligodendrocytes	0	1.60275158648103	0	0
5.0515549824906	3.22811160693657	Neurons	1.16616920591345	0	0	0
-2.665593321495	-4.56649913181771	Oligodendrocytes	0	2.57255219413927	0	0
-3.04031627910609	-3.20083941807259	Oligodendrocytes	0	2.67760030638204	0	0
-2.20684378879542	-4.30232133259285	Oligodendrocytes	0	2.87010868073789	0	0
4.55187064868933	1.91706905971061	Neurons	1.66849154817611	0	0	0
-1.35807245510096	-3.00666059841622	Oligodendrocytes	0	2.37990917642859	0	0
