cluster	gene	specificity	avg_log2FC	pct.1	pct.2	p_val_adj
100	Il1rapl2	7.72198969389426	1.79684760184847	0.51	0.111	6.86781771021926e-32
100	Cdh9	7.71287049534718	1.48801360038852	0.612	0.11	3.03920712365274e-56
100	Tmem163	7.60066403705304	1.48064883838696	0.837	0.155	7.88603891142372e-74
100	Oprm1	7.36774532661768	1.48318010496617	0.755	0.144	1.02929035845811e-66
100	Gm2516	7.11859368394906	1.62805643180165	0.847	0.186	8.70869558160185e-65
100	Tafa2	7.06885957927747	1.78005180688827	0.816	0.198	2.2915481995584e-52
100	Kcnh7	7.0602620631821	2.32721333040301	0.888	0.286	1.81782187352716e-50
100	Lrrtm4	6.96533777305469	2.4695288468103	0.98	0.341	3.24490461659238e-59
100	Khdrbs2	6.91597400182303	2.08426613753571	0.939	0.276	4.09383114991847e-62
100	Gm48749	6.91160174244338	1.32748926994737	0.469	0.082	3.47559174317586e-41
100	Dgkk	6.78154877927321	0.720655047388706	0.357	0.029	2.09935849916443e-74
101	Kcnmb2	17.8859415622982	2.60311825554574	0.842	0.114	6.51505715661462e-115
101	Ebf3	13.467681713235	1.72209700595464	0.905	0.107	5.89474580261787e-130
101	Tnc	13.1787537675302	0.752048448690584	0.358	0.011	2.76595722121211e-191
101	Sema3a	13.0910532317132	1.62681217060763	0.674	0.075	1.27960988381871e-103
101	Penk	13.0560131932298	1.66004291460311	0.863	0.101	1.70516423814959e-124
101	Col23a1	12.9917534029414	1.23600190937075	0.463	0.035	4.94755161953461e-102
101	Gm47352	12.6011264440654	0.809841031109602	0.379	0.015	1.3175696804555e-166
101	Neto1	11.9539702162551	2.00093453943795	0.916	0.145	2.05615248486453e-114
101	Qrfprl	10.6911667148678	0.754284768226866	0.316	0.013	8.77036988543402e-126
101	8030451A03Rik	10.1593710941525	0.677291406276836	0.305	0.011	9.00146709744045e-143
101	Gabra1	9.82223443386565	1.31489082113329	0.737	0.09	1.36511168644299e-101
101	Cdh12	9.76431636235389	2.39362830912995	0.916	0.217	3.85912976865587e-72
101	Ebf2	9.34384379449618	0.978019076718602	0.611	0.055	5.53405817150219e-108
101	Grm8	9.28451748551658	2.3055513219068	0.884	0.212	1.02947855320381e-66
101	Nxph1	9.20877421600064	2.37435533375143	0.979	0.245	1.92766522008633e-75
101	Cntn4	8.62223834130131	2.4410786001662	0.979	0.27	1.44372310674982e-71
101	Cadps2	8.44895683279349	1.61697399461574	0.779	0.141	1.2035804809859e-69
101	Chsy3	8.40936909576887	2.38033794652962	0.958	0.264	6.34948875951667e-71
101	Plcxd3	8.40116342057203	1.98746531333781	0.958	0.219	9.9886075367777e-78
101	Egfem1	7.96713850841991	2.09072857186397	0.916	0.233	3.30798569781766e-61
102	Necab1	15.9259568685108	2.18265146397709	0.851	0.108	2.17356270795805e-124
102	Pde1a	14.7075886009769	2.63899839229782	0.904	0.154	3.94733471040551e-101
102	Il1rapl2	12.8630633824671	2.1058221089987	0.723	0.11	6.18956270062149e-76
102	Cdh4	12.4806098431117	2.4134512623966	0.926	0.171	1.74221124990309e-100
102	Baiap3	11.3418456512879	1.48791539484717	0.798	0.096	2.22756962579424e-113
102	Gm11844	11.0647488794311	1.06308371586691	0.5	0.039	1.6217302611342e-109
102	Zfp831	10.4964819497488	0.938508974330477	0.415	0.028	6.07215070147214e-103
102	Nkain3	9.38951961700478	2.1668122193088	0.926	0.206	4.11738078911556e-71
102	Trhr	8.23231269800273	0.65374247895904	0.33	0.017	6.58848574126534e-107
102	Nrg1	7.77696814266757	2.59494386964641	0.979	0.32	5.05367029225537e-59
102	Plcxd3	7.44257678351604	1.85058665968507	0.915	0.22	2.02584095406922e-65
102	Vwc2l	7.08789429100027	1.34345708783665	0.755	0.135	8.66186943742184e-66
102	Trpc4	7.06766366781763	1.00407767974531	0.532	0.067	1.19942255320209e-65
102	Glra3	6.86120486352193	1.4290098574525	0.691	0.136	1.03855909744412e-53
102	4930555F03Rik	6.85027320342555	1.76434808150938	0.883	0.22	1.30543598118293e-53
102	Pax2	6.84888394081174	1.11411639448136	0.574	0.085	6.66675517119296e-60
102	Esr1	6.77976521451429	0.987203500186235	0.457	0.058	6.14511426201146e-59
102	Gm45321	6.76528305173192	1.59506673577419	0.851	0.193	7.74733974943421e-56
102	Galr1	6.3744244213883	0.488631837179591	0.277	0.012	7.70941876760458e-103
102	Unc5d	6.15075193795845	1.56590244292061	0.862	0.212	7.73815189843251e-50
103	Gata3	33.3876711061343	0.800811299593627	0.532	0.003	0
103	Crhbp	10.2650620742328	0.523316890058929	0.245	0.003	3.34900462386316e-282
103	Pou6f2	9.40189450519975	1.12742203916742	0.457	0.046	1.48070094275809e-70
103	Slc6a5	9.35723727243807	1.37016688632129	0.83	0.113	1.80220058551745e-97
103	Gm48749	9.20700849643991	1.24565409069481	0.67	0.082	8.05766005312122e-90
103	Nxph1	9.12614929863177	2.35305163918211	0.979	0.245	2.29136547179901e-73
103	Tal1	7.63510913058021	0.392662755286982	0.34	0.008	1.1908139950895e-229
103	Chrm2	7.48266831846784	1.59751657684103	0.894	0.183	1.96503819901639e-68
103	Samd5	6.83556868267914	1.07875438998275	0.649	0.094	3.18847958475968e-72
103	Kcnb2	6.72917689953358	1.88471385355996	0.979	0.267	1.27173124822999e-59
103	Hs3st4	6.71984952225679	1.45922043567679	0.713	0.147	4.71362774583035e-50
103	Hs6st2	6.48421272176413	1.5355581316277	0.957	0.219	3.23863747582675e-69
103	Zfp385b	6.42926334747109	1.48741876363115	0.915	0.204	3.53049559001487e-61
103	Pld5	6.29653853772913	1.53425908880734	0.819	0.192	2.08784874077471e-50
103	Htr2c	6.29480143047237	1.66414290690649	0.947	0.243	1.32307996522235e-61
103	Slc35f3	6.22568051043558	1.4193650379642	0.819	0.179	3.13743687767992e-60
103	Pdzrn4	6.12763398616585	1.90167951294802	0.947	0.287	9.33706144469813e-54
103	Zfp804b	6.09240692318841	1.67145579548513	0.606	0.159	3.66859327788831e-28
103	Hs6st3	6.00231889827371	1.79386779896701	0.957	0.279	2.71429757467156e-49
103	Sgcd	5.97014192697846	1.93589636180934	0.872	0.276	2.88597380986332e-32
104	Gabra6	245.734425585459	2.89099324218187	0.84	0	0
104	Gm42397	94.3173631163753	2.95948069805816	0.723	0.013	0
104	Fat2	46.5648134538396	1.28160037028916	0.426	0.002	0
104	Lmx1a	44.7352941929688	2.03342246331676	0.628	0.019	0
104	Il16	41.6755986404904	1.81513931361021	0.564	0.015	0
104	Reln	40.9044379254798	3.26698464831513	0.904	0.063	6.3832327938646e-255
104	Tll1	39.0270601106445	2.89472233933257	0.745	0.046	1.27620893518347e-224
104	Slc17a7	37.6168233706449	1.5489280211442	0.5	0.011	0
104	Cbln3	29.9114611369524	1.06826646917687	0.298	0.001	0
104	Cadps2	22.1608944479773	3.39891019140757	0.968	0.14	1.81715760237184e-143
104	Ror1	21.9871265696829	2.72317622652036	0.862	0.098	9.33021802654683e-149
104	Gm2694	20.7322057553933	2.07971969960058	0.628	0.054	1.91182842154562e-142
104	Tmem178	19.243874471376	1.95268726253668	0.67	0.059	1.50065242209265e-143
104	Sv2b	18.0463105170364	2.41213061366328	0.798	0.098	1.78905334936703e-130
104	Col27a1	16.7700283070051	1.90857681794444	0.649	0.065	2.88465004568902e-112
104	Gm27016	16.7459369398881	1.70742886445918	0.5	0.042	5.36187153935328e-114
104	Gm36011	14.8684837870027	0.866772597448585	0.213	0.003	7.90430705502409e-213
104	Exph5	14.7912051989643	1.05651465706888	0.298	0.012	6.2973536371077e-133
104	Diras2	13.583630078347	1.50003276938801	0.479	0.044	6.11202948852247e-95
104	Epha3	13.5657184835331	2.28579871883708	0.809	0.128	4.36342976575329e-98
105	Ebf2	31.245768136996	2.66182821612679	0.753	0.055	1.11436584658134e-182
105	Calb1	24.2561628362746	1.78861744070848	0.763	0.047	5.86532696803479e-221
105	Ankfn1	23.7602097936978	2.52435963854182	0.903	0.087	8.59731990692316e-176
105	Gmnc	23.1104271279907	1.78709805559155	0.559	0.034	1.78401184365443e-147
105	4930438E09Rik	22.656006170985	1.60010316456395	0.613	0.034	3.47061487942915e-190
105	Arhgap6	19.9850453210206	2.71454626285521	0.925	0.117	5.99967489782912e-138
105	Gm15261	18.7283894670753	2.26032286671598	0.86	0.095	3.86797034824987e-133
105	Tex15	18.6967212577509	1.17671672251579	0.419	0.017	4.92112539581997e-170
105	Gm31938	17.0447771128879	1.00263394781693	0.398	0.014	9.66795408014802e-187
105	Gm29771	16.7146416318075	1.12989418956275	0.419	0.019	5.27702673683633e-151
105	Ebf3	16.6045760554134	2.3078209358525	0.839	0.108	2.10699436479939e-121
105	Cpne8	13.8935941056455	2.03796342110871	0.774	0.105	2.32286632996886e-97
105	Ebf1	13.5041034637364	3.13438802276909	0.968	0.217	2.59563394611505e-82
105	4930469K13Rik	13.2623749589009	1.05372294194007	0.355	0.019	9.84261821620535e-113
105	Gfra1	12.5083710827174	1.88263748438859	0.774	0.108	6.18779711953997e-96
105	Pcsk5	12.2961146590435	1.85283919519833	0.72	0.1	6.93558986712294e-90
105	Gm47712	12.1126479939286	0.824875669837433	0.269	0.009	9.36926642886737e-146
105	Ltbp1	12.0389180187651	1.40714626193358	0.452	0.044	8.37176233462187e-78
105	Necab1	11.9474995273913	1.72770213753943	0.806	0.108	7.26869538444062e-102
105	Cdh18	11.3666937746705	3.87142837473928	1	0.334	3.75471129061253e-73
106	Il1r1	214.526668057713	5.06186520136176	0.88	0.011	0
106	Vwf	189.771606917363	3.70544281289132	0.707	0.004	0
106	Slco1a4	99.6150040172281	4.58753307974077	0.902	0.032	0
106	Ptprb	98.9862441150908	4.00393796420592	0.88	0.026	0
106	Adgrl4	96.9373237477827	3.81080388197672	0.804	0.022	0
106	Cysltr1	79.0837721550098	2.7748691984214	0.446	0.006	0
106	Flt1	79.0216920913066	3.97646630438053	0.924	0.037	0
106	Lef1	77.8672695434249	3.74261909688023	0.739	0.026	0
106	Abcb1a	75.4526257249831	3.33697116228426	0.804	0.026	0
106	Paqr5	73.3943540476519	3.13567333714935	0.739	0.022	0
106	Cyyr1	72.3661195897324	3.3855494544904	0.674	0.022	0
106	Mecom	70.1127137961896	4.52579422388102	0.935	0.051	0
106	Adgrf5	66.5023322170494	2.77491745941645	0.685	0.019	0
106	Clec2d	64.614476632252	3.20326725513997	0.696	0.025	0
106	Lcn2	61.5362582331586	2.31023495073292	0.283	0.001	0
106	Osmr	59.3750201601932	2.44485377130207	0.5	0.011	0
106	Fli1	54.5493927252247	3.43826475358992	0.815	0.042	1.02739463781145e-284
106	Cfh	54.2726284342247	3.80119576582119	0.761	0.044	5.34994331190188e-239
106	Xdh	53.3128546410468	2.71791023660239	0.5	0.016	9.61584128566946e-253
106	Egfl7	52.5372280916001	3.22479149411356	0.772	0.038	9.1607185450969e-277
107	Gm49906	95.2418826756453	1.69211466682619	0.778	0.004	0
107	Slc17a7	49.2913005970866	1.23382479592207	0.789	0.01	0
107	1700109G14Rik	48.0084554587092	1.0812715193403	0.656	0.005	0
107	Sgcg	34.5061303586274	1.00308518484382	0.678	0.01	0
107	Lama1	30.539844528153	1.78836927417112	0.878	0.042	0
107	Serinc2	26.1601032972475	0.915427571639886	0.733	0.016	0
107	Hs3st2	23.352791790926	1.61797633655376	0.856	0.05	1.44505340605017e-252
107	Hcrtr2	20.0592264624223	1.80672016636137	0.856	0.068	1.05880959388809e-179
107	Tll1	19.9811762502943	1.36290605361325	0.811	0.046	6.84307964560064e-234
107	4933432K03Rik	19.7829467340098	1.10806122417268	0.722	0.031	1.42694661312452e-278
107	Tnfrsf23	16.0669608187103	0.798909653969019	0.533	0.017	2.03060624668469e-289
107	Sv2b	15.979837978515	1.87385722223629	0.911	0.098	1.48171773789008e-152
107	Crhr1	14.1328771699788	0.997365205689195	0.656	0.037	2.04830630709668e-196
107	Fam163a	13.9950707900611	1.02344905437522	0.578	0.033	5.17271886341903e-162
107	Lemd1	13.9665675806487	1.09287465153617	0.744	0.049	7.11619254191674e-192
107	Lzts1	13.8825916949184	1.26846015486564	0.778	0.062	1.87098803059437e-164
107	Ngf	13.880730878404	0.536165570410454	0.456	0.008	0
107	Gm7271	13.714239054594	0.530189654172448	0.378	0.005	0
107	Col12a1	13.507079964691	1.01073387490885	0.578	0.034	6.64271906962561e-162
107	Ndst4	13.4551083465963	2.28482971923333	0.944	0.152	1.9754750060728e-109
108	Gm12128	21.696333245045	1.35602082781531	0.422	0.017	1.49738512523745e-162
108	Sema3a	18.9574850955332	2.13711702005347	0.744	0.075	1.86087503544506e-130
108	Il1rapl2	16.9514537420476	2.34893123446388	0.856	0.11	3.39020512938081e-107
108	Stpg2	16.164985244117	1.72784877906239	0.411	0.035	9.6662544871377e-77
108	Fbxl7	12.8932348826699	2.07187704954956	0.911	0.138	3.06718016243138e-102
108	Nkain3	12.5480324932189	2.68353962231216	1	0.206	8.23481283143858e-94
108	Ebf3	11.9853045045929	1.63310153757732	0.856	0.108	1.38875649653315e-108
108	Ebf2	11.3704206605796	1.13008768033283	0.644	0.055	1.03497324152847e-116
108	Gm49267	11.0013000203429	1.05353149366083	0.533	0.042	6.53469955584816e-106
108	4930438E09Rik	9.70802772292156	0.856018476570238	0.489	0.034	5.7470200636307e-109
108	Dach1	9.65800209930118	1.99436730981377	0.944	0.187	4.98827333906575e-78
108	Epha3	9.24216524638954	1.66503760313545	0.756	0.128	6.0095522712397e-68
108	Egfem1	9.05045466431884	2.22597214922012	0.978	0.233	1.93699876176703e-71
108	Sphkap	8.77931118440067	1.94460312879233	0.911	0.194	2.38822867807813e-75
108	Kcnmb2	8.46672511130145	1.56328011656231	0.667	0.115	1.73391744503707e-56
108	Hs3st4	8.45562951722785	1.78672117658785	0.733	0.147	2.61459021533705e-51
108	Sgcd	8.42369017608187	2.46589088061353	0.967	0.276	1.02594286141123e-59
108	Nwd2	8.25911469872526	1.53714690109215	0.667	0.116	2.83537234192337e-58
108	Slit2	8.25459424474193	1.9986693991069	0.911	0.213	9.49520685256659e-62
108	Thsd7b	8.06355185811261	2.0319295133175	0.744	0.18	7.77683135266582e-47
109	Gcg	14.7454149754109	1.05955077667623	0.157	0.002	7.8933013393328e-159
109	Reln	12.169423248279	1.55309072923841	0.562	0.063	3.34061573108411e-75
109	Col11a1	11.5315994963162	2.57620839811319	0.742	0.158	1.2458578229874e-52
109	Cdh9	9.98533129261193	1.61924291231545	0.73	0.11	1.50370718712113e-76
109	Zfp804b	8.99923627687002	2.38007970389833	0.629	0.159	3.45636692985962e-31
109	Glra3	8.54806367854598	1.58983095167861	0.775	0.136	1.54504386231848e-64
109	Asb4	8.45646092468844	0.611743981785972	0.225	0.007	6.67435414988828e-114
109	Pde1a	7.73266465776495	1.52790000466681	0.82	0.154	1.19319830199843e-60
109	Bcl11b	7.65315514412102	0.892649313550994	0.573	0.058	2.71749479291953e-87
109	Dach1	7.57493249033118	1.98439055930218	0.742	0.187	8.33065301910321e-41
109	Bcl11a	7.48192017847939	1.1603903980512	0.854	0.124	2.66483399876236e-84
109	Cacna2d1	7.18401234772771	1.71969622002601	0.955	0.221	6.62945834976824e-58
109	Vwc2l	7.15867795232581	1.65287946351472	0.618	0.135	2.48907431788652e-39
109	Tacr1	7.09977964808329	0.728995231722837	0.438	0.036	7.97072665265609e-82
109	Cdh12	7.06220684791901	1.85546406768242	0.854	0.217	1.71251631350107e-46
109	Chrm2	6.70739192187894	1.74936032557113	0.73	0.183	6.82972219161214e-38
109	Khdrbs2	6.59653556230262	1.88849766848704	0.989	0.276	1.90032655748757e-54
109	5730522E02Rik	6.4873398282038	1.68300130400259	0.865	0.217	2.11665869671731e-51
109	Nell1	6.33432633094719	1.53928559440849	0.562	0.129	4.22008139702423e-30
109	Tmem163	6.31612040288207	1.2391912799947	0.831	0.155	1.43898697004961e-62
11	Nefm	2.92923122434628	1.5257625860412	0.493	0.252	1.33624083039697e-90
