p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	specificity
1.47860896883372e-28	0.581265912472477	0.478	0.127	4.77368905587968e-24	82	Kcnb1	2.07049463712824
1.52153353917097e-29	0.724936416660365	0.708	0.242	4.91227103121348e-25	82	Pdzd4	2.06549344111961
4.86992230509627e-25	1.29523579621315	0.956	0.597	1.57225441620033e-20	82	Tenm2	2.06128134949242
1.30663920632794e-28	0.778962654734125	0.805	0.298	4.21848467762974e-24	82	Unc79	2.0612161156114
8.50240604583864e-27	0.695208749121724	0.637	0.209	2.74500179189901e-22	82	Rph3a	2.05388155562445
6.09625552783088e-27	0.660939482796987	0.54	0.167	1.9681760971602e-22	82	Ablim3	2.05376675445392
1.0707185151109e-20	0.792624377217783	0.619	0.233	3.45681472603554e-16	82	Ptchd4	2.05169026037031
9.91820779687368e-31	0.64605208880752	0.628	0.191	3.20209338722067e-26	82	Ece2	2.05065289880198
1.17224696742354e-22	0.726968709210631	0.531	0.182	3.78459933432689e-18	82	Clvs2	2.04838579001537
5.71204709929375e-25	0.626050613924468	0.487	0.142	1.84413440600699e-20	82	Celf3	2.04702075737145
4.00152768405007e-20	1.11813059213903	0.903	0.491	1.29189321279557e-15	82	Pcdh7	2.03763119884818
2.21412923336232e-26	0.766736156809808	0.726	0.268	7.14831622991026e-22	82	Hmgcll1	2.02992018493532
1.4042059447247e-27	0.647659383035695	0.602	0.186	4.53347889254368e-23	82	Nrp2	2.02228337968289
1.07905299065301e-28	0.710056096334294	0.69	0.236	3.48372258032325e-24	82	Tmem130	2.0204848269675
3.17056925242789e-24	0.668320740210228	0.531	0.169	1.02361828314635e-19	82	Rab27b	2.01989676231136
4.66483386161001e-30	0.765210094662432	0.85	0.316	1.50604161222079e-25	82	C530008M17Rik	2.01865239696224
3.23194940806398e-29	0.885383402709011	0.867	0.375	1.04343486639346e-24	82	Mast2	2.01683440045663
1.57287146541043e-29	0.727342649944043	0.743	0.262	5.07801552607759e-25	82	Grb10	2.01356255664656
1.74638780579692e-25	0.852220686528968	0.867	0.362	5.63821303101536e-21	82	Grm5	2.00913317765028
4.88598429482506e-29	0.715508763928905	0.77	0.268	1.57744002958427e-24	82	Nhs	2.00754257505232
1.49185219163382e-25	0.672939722919418	0.628	0.204	4.81644480068979e-21	82	Zfp385b	2.00624085618032
